	1N	1T	2T	3N	3T	4N	5N	5T
2310015A10Rik	10	14	8	4	6	2	9	11
2310015D24Rik	0	0	0	0	0	0	0	0
2310016D03Rik	0	0	0	0	0	0	0	0
2310020H05Rik	0	0	0	0	0	0	0	0
2310022A10Rik	0	8	2	2	14	8	2	10
2310022B05Rik	14	26	20	12	24	12	27	22
2310030A07Rik	0	0	0	0	0	0	0	0
2310030G06Rik	8	6	6	2	7	4	6	7
2310033P09Rik	8	2	6	7	10	4	4	6
2310034C09Rik	0	0	0	2	0	0	0	0
2310034G01Rik	2	2	2	2	0	2	0	0
2310034O05Rik	0	0	0	0	0	0	0	0
2310035C23Rik	51	18	42	41	32	59	42	30
2310036O22Rik	31	42	31	25	36	34	30	18
2310039H08Rik	2	4	14	2	6	2	4	2
2310039L15Rik	0	0	0	0	0	0	0	0
2310040G24Rik	0	0	0	0	4	3	0	4
2310043L19Rik	0	0	0	0	2	0	0	1
2310043O21Rik	0	0	0	0	0	0	0	0
2310045N01Rik	4	1	6	9	10	6	13	6
2310045n01rik-mef2b	0	0	0	0	0	0	0	0
2310047M10Rik	16	2	4	11	10	6	16	8
2310050C09Rik	0	0	0	0	0	0	0	0
2310057J18Rik	0	0	0	0	0	0	0	0
2310057M21Rik	4	2	0	1	3	4	0	0
2310057N15Rik	0	0	0	0	0	0	0	0
2310061I04Rik	20	19	8	22	6	11	15	10
2310061N02Rik	0	0	0	0	0	0	0	0
2310065F04Rik	0	0	0	0	0	0	0	0
2310067B10Rik	42	24	38	24	50	42	83	25
2310068J16Rik	0	2	0	0	0	0	0	0
2310069B03Rik	2	0	5	10	0	4	0	0
2310069G16Rik	0	0	0	0	0	0	0	0
2310075C17Rik	0	0	0	0	0	0	0	0
2310079G19Rik	0	0	0	4	0	2	0	0
2310081J21Rik	0	0	0	0	0	0	0	0
2400006E01Rik	0	0	0	0	0	0	0	0
2410002F23Rik	19	51	22	23	31	17	21	63
2410003L11Rik	0	0	0	0	0	0	0	0
2410004B18Rik	10	7	6	6	2	4	8	1
2410004I01Rik	0	0	0	0	0	0	0	0
2410004P03Rik	0	0	0	0	0	0	0	0
2410006H16Rik	4	5	12	23	25	12	8	25
2410012E07Rik	0	0	0	0	0	0	0	0
2410015M20Rik	19	24	16	18	12	25	12	16
2410016O06Rik	10	2	12	8	14	15	12	20
2410017I17Rik	0	0	0	0	0	0	0	0
2410018L13Rik	0	0	0	0	0	0	0	0
2410021H03Rik	1	0	0	0	0	0	0	0
2410089E03Rik	4	22	12	8	11	4	6	12
2410124H12Rik	0	0	0	0	0	0	0	0
2410127L17Rik	2	6	10	2	14	6	0	10
2410131K14Rik	6	8	9	6	10	4	6	10
2410137M14Rik	0	0	0	0	0	0	0	0
2410141K09Rik	0	0	0	0	0	0	0	0
2500002B13Rik	0	0	0	0	0	0	0	0
2500004C02Rik	2	1	2	2	0	0	4	6
2510002D24Rik	13	15	7	16	9	6	1	7
2510003B16Rik	0	2	0	0	0	0	0	0
2510009E07Rik	17	52	38	18	26	12	26	29
2510039O18Rik	82	75	52	53	53	93	76	67
2610001J05Rik	14	18	12	14	12	14	16	22
2610002M06Rik	12	18	12	14	16	6	6	24
2610005L07Rik	4	1	9	0	2	0	0	4
2610008E11Rik	8	6	4	13	4	2	4	11
2610015P09Rik	4	5	5	4	4	2	3	6
2610016A17Rik	0	0	0	0	0	0	0	0
2610020C07Rik	2	0	2	0	0	0	0	0
2610020H08Rik	6	3	6	2	5	1	4	2
2610027K06Rik	0	0	0	0	0	0	0	0
2610028E06Rik	0	0	0	0	0	0	0	0
2610028H24Rik	0	0	0	0	0	0	0	0
2610035D17Rik	16	4	8	4	10	22	8	10
2610035F20Rik	0	0	0	0	0	0	0	0
2610037D02Rik	0	0	0	0	0	0	0	0
2610042L04Rik	0	0	0	0	0	0	0	0
2610044O15Rik8	6	4	3	8	2	0	0	2
2610100L16Rik	0	0	0	0	0	0	0	0
2610203C22Rik	0	0	0	0	0	0	0	0
2610206C17Rik	1	0	1	1	0	1	0	1
2610301B20Rik	2	4	4	4	4	4	0	5
2610305D13Rik	0	0	0	0	1	0	0	0
2610306M01Rik	0	0	0	0	2	0	0	1
2610307P16Rik	0	0	0	0	0	0	0	0
2610316D01Rik	0	0	0	0	0	0	0	0
2610318N02Rik	2	9	0	2	0	0	0	2
2610507B11Rik	173	145	155	160	155	164	146	151
2610507I01Rik	4	10	10	14	5	2	8	8
2610524H06Rik	0	4	0	0	2	0	2	0
2610528A11Rik	128	4	41	183	0	130	202	4
2610528J11Rik	10	1	6	22	4	18	24	2
2700029M09Rik	4	10	8	4	6	0	2	8
2700038G22Rik	2	2	4	0	0	0	0	6
2700046A07Rik	2	4	4	1	2	0	0	2
2700046G09Rik	0	2	0	0	0	1	0	0
2700049A03Rik	6	5	2	2	24	2	8	10
2700054A10Rik	2	0	0	1	0	0	2	0
2700060E02Rik	44	24	50	34	44	43	30	38
2700062C07Rik	4	7	2	2	2	2	2	6
2700069I18Rik	0	0	0	0	0	0	0	0
2700070H01Rik	0	0	0	0	0	0	0	0
2700081O15Rik	9	44	12	12	32	2	6	38
2700089I24Rik	0	0	0	0	0	0	0	0
2700094K13Rik	12	6	18	4	6	4	4	21
2700097O09Rik	1	1	2	7	6	2	0	0
2700099C18Rik	2	6	0	0	2	0	0	0
2810001G20Rik	0	0	2	0	4	0	4	4
2810002D19Rik	8	4	0	2	2	2	0	2
2810004N23Rik	10	7	18	15	8	8	6	2
2810006K23Rik	0	0	2	0	4	2	4	6
2810013P06Rik	2	2	6	8	3	4	12	4
2810021J22Rik	6	2	4	2	4	6	4	4
2810025M15Rik	4	6	1	0	2	4	0	2
2810029C07Rik	2	2	0	2	7	0	0	0
2810032G03Rik	0	0	0	0	0	0	0	0
2810047C21Rik1	0	0	0	2	0	0	0	0
2810049E08Rik	0	0	0	0	0	0	0	0
2810403A07Rik	38	67	40	40	60	44	37	61
2810403D21Rik	2	0	0	0	2	0	2	0
2810404M03Rik	0	0	0	0	0	0	0	0
2810405F15Rik	0	0	0	0	0	0	0	0
2810408A11Rik	0	7	0	0	7	0	2	10
2810408I11Rik	0	2	2	0	2	0	0	4
2810410L24Rik	5	2	2	0	2	2	0	4
2810417H13Rik	12	24	19	4	23	8	6	40
2810428I15Rik	8	8	6	6	4	6	14	4
2810429I04Rik	0	0	0	0	0	2	0	2
2810433D01Rik	0	0	2	0	0	0	0	0
2810442N19Rik	0	0	0	0	0	0	0	0
2810454H06Rik	0	0	0	0	0	0	0	0
2810459M11Rik	13	4	14	8	6	12	24	4
2810468N07Rik	0	0	0	0	0	0	0	0
2810471M01Rik	0	0	0	0	0	0	0	0
2810474O19Rik	20	24	26	16	31	9	32	20
2900005J15Rik	0	3	4	0	10	0	0	4
2900008C10Rik	0	0	0	0	0	0	0	0
2900009J06Rik	0	0	0	0	0	0	0	0
2900011O08Rik	0	0	0	0	0	0	0	0
2900026A02Rik	74	62	53	65	72	72	74	44
2900041M22Rik	0	0	0	0	0	0	0	0
2900052N01Rik	0	0	2	0	0	0	0	0
2900055J20Rik	0	0	0	0	0	0	0	0
2900057B20Rik	0	0	0	0	0	0	0	0
2900060B14Rik	0	0	0	0	0	0	0	0
2900076A07Rik	0	3	3	2	3	4	2	7
2900079G21Rik	0	0	0	0	0	0	0	0
2900092C05Rik	0	0	0	0	0	0	0	0
2900092D14Rik	0	0	0	0	0	0	0	0
2900097C17Rik	54	86	51	78	66	50	43	78
3000002C10Rik	2	2	5	0	0	0	0	0
3010001F23Rik	0	0	0	0	0	0	0	0
3010026O09Rik	2	0	1	2	4	0	2	0
3100003L05Rik	0	0	0	0	0	0	0	0
3110001I22Rik	4	4	0	4	2	0	6	6
3110002H16Rik	23	10	12	22	19	8	6	16
3110009E18Rik	2	0	0	0	0	0	0	2
3110009F21Rik	0	0	0	0	0	0	0	0
3110015C05Rik	0	0	0	0	0	0	0	0
3110021A11Rik	0	0	0	0	0	0	0	2
3110021N24Rik	0	0	4	4	0	1	0	0
3110035E14Rik	0	0	0	0	0	0	0	0
3110039I08Rik	4	3	6	2	6	0	2	14
3110039M20Rik	0	0	0	0	0	0	0	0
3110040N11Rik	15	7	13	8	2	2	4	8
3110043O21Rik	8	10	10	15	12	16	2	17
3110045C21Rik	0	0	0	0	2	0	0	0
3110052M02Rik	8	11	8	6	4	6	5	2
3110056K07Rik	4	7	6	0	4	5	8	0
3110057O12Rik	10	0	0	2	2	2	6	6
3110062M04Rik	2	0	3	0	1	4	0	0
3110070M22Rik	0	0	2	0	2	0	0	0
3110079O15Rik	0	0	0	0	0	0	0	0
3110082I17Rik	0	6	2	2	6	6	4	12
3110082J24Rik	0	0	0	0	0	0	0	0
3110099E03Rik	0	0	0	0	0	0	0	0
3200001D21Rik	0	0	2	0	0	0	0	0
3300002I08Rik	0	0	0	0	0	0	0	0
3300002P13Rik	0	0	0	0	0	0	0	0
3300005D01Rik	0	0	0	0	0	0	0	0
3425401B19Rik	0	0	0	0	0	0	0	0
3632451O06Rik	2	0	0	0	4	0	2	2
3632454L22Rik	0	0	0	0	0	0	0	0
3830403N18Rik	0	0	0	0	0	0	0	0
3830406C13Rik	29	8	10	20	10	14	19	22
3830408C21Rik	0	2	0	0	2	0	0	0
3830417A13Rik	0	0	0	0	0	0	0	0
3830432H09Rik	0	0	0	0	0	0	0	0
3930402G23Rik	0	0	0	2	0	0	0	0
4430402I18Rik	2	0	0	0	0	0	0	0
4631405J19Rik	0	0	0	0	0	0	0	0
4632404H12Rik	0	4	1	7	2	2	0	4
4632415L05Rik	8	10	3	14	4	4	6	2
4632427E13Rik	0	0	0	2	0	0	0	0
4632428C04Rik	0	0	0	2	0	2	0	0
4632428N05Rik	6	16	29	6	21	6	4	20
4732416N19Rik	0	0	0	0	0	1	0	0
4732456N10Rik	2	12	0	0	8	2	0	0
4732471J01Rik	2	0	4	12	0	0	5	0
4732490B19Rik	0	4	4	3	4	0	0	4
4732491K20Rik	2	0	0	0	0	0	0	0
4831407H17Rik	0	0	0	0	0	0	0	0
4831440E17Rik	2	0	8	2	0	2	2	0
4833411C07Rik	0	0	0	0	0	0	0	0
4833412C05Rik	0	0	0	0	0	2	0	0
4833415N18Rik	0	0	0	0	0	0	0	0
4833417C18Rik	0	0	0	2	0	0	0	0
4833418N02Rik	6	0	2	0	0	3	2	0
4833419F23Rik	0	6	0	0	0	0	0	0
4833420G17Rik	18	16	23	14	14	18	16	14
4833422C13Rik	0	0	0	2	2	0	0	0
4833422M21Rik	0	0	0	0	2	0	0	0
4833423E24Rik	0	0	0	0	0	0	0	0
4833427F10Rik	0	0	0	2	4	0	0	5
4833427G06Rik	0	0	0	0	0	0	0	0
4833428L15Rik	0	0	0	0	0	0	0	0
4833439L19Rik	89	43	73	61	29	100	80	47
4921501E09Rik	0	0	0	0	0	0	0	0
4921504A21Rik	0	0	0	0	0	0	0	0
4921504E06Rik	0	0	0	0	0	0	0	0
4921506M07Rik	0	0	0	0	0	0	0	0
4921507L20Rik	0	0	0	0	0	0	0	0
4921507P07Rik	0	0	0	0	0	0	0	0
4921508D12Rik	0	0	0	0	0	0	0	0
4921509C19Rik	0	0	0	0	0	0	0	0
4921509O07Rik	0	0	0	0	0	0	0	0
4921511C10Rik	0	0	0	0	0	0	0	0
4921511C20Rik	0	0	0	0	0	0	0	0
4921511H03Rik	0	0	0	0	0	0	0	0
4921511I17Rik	0	0	0	0	0	0	0	0
4921511M17Rik	0	0	0	0	0	0	0	0
4921513I03Rik	0	0	0	0	0	0	0	0
4921515E04Rik	0	0	0	0	0	0	0	0
4921517D22Rik	0	0	0	0	0	0	0	0
4921518K17Rik	0	0	0	0	0	0	0	0
4921524J17Rik	0	12	4	4	4	2	10	10
4921524L21Rik	0	0	0	0	0	0	0	0
4921525O09Rik	2	8	8	2	2	2	2	0
4921529L05Rik	0	0	0	0	0	0	0	0
4921530L21Rik	0	0	0	0	0	0	0	0
4921531C22Rik	4	2	2	4	0	6	4	0
4921531P14Rik	0	0	0	0	0	0	0	0
4921533I20Rik	0	0	0	0	0	0	0	0
4921534H16Rik	0	0	0	0	0	0	0	0
4921536K21Rik	0	2	0	0	0	0	0	0
4921539E11Rik	0	0	0	0	0	0	0	0
4922502D21Rik	0	0	0	0	0	0	0	0
4922502H24Rik	0	0	0	0	0	0	0	0
4922502N22Rik	0	0	0	0	0	0	0	0
4930401C15Rik	0	0	0	0	0	0	0	0
4930401O10Rik	0	0	0	0	0	0	0	0
4930401O12Rik	0	0	0	0	0	0	0	0
4930402F06Rik	0	0	0	0	0	0	0	0
4930402F11Rik	0	0	0	0	0	0	0	0
4930402H24Rik	0	18	8	2	12	6	0	19
4930402K13Rik	0	0	0	0	0	0	0	0
4930404A05Rik	0	0	0	0	0	0	0	0
4930404H11Rik	0	0	0	0	0	0	0	0
4930404I05Rik	2	0	2	0	0	2	0	1
4930404N11Rik	4	17	5	5	12	4	7	6
4930405A10Rik	0	0	0	0	0	0	0	0
4930405A21Rik	0	0	0	0	0	0	0	0
4930405D11Rik	0	0	0	0	0	0	0	0
4930405J17Rik	0	0	0	0	0	0	0	0
4930405L22Rik	0	0	0	0	0	0	0	0
4930405O22Rik	0	0	0	0	0	0	0	0
4930406D18Rik	0	0	0	0	0	0	0	0
4930407G08Rik	0	0	0	0	0	0	0	0
4930407I10Rik	0	0	0	0	0	0	0	0
4930407I19Rik	0	0	0	0	0	0	0	0
4930412B13Rik	0	0	0	0	0	0	0	0
4930412C18Rik	0	0	0	0	1	0	0	0
4930412O13Rik	0	0	0	0	0	0	0	0
4930413E15Rik	0	0	0	0	0	0	0	0
4930413F20Rik	0	0	0	1	1	0	0	0
4930413G21Rik	2	13	14	3	3	4	4	9
4930413M19Rik	0	0	0	0	0	0	0	0
4930414N06Rik	0	0	0	0	0	0	0	0
4930415F15Rik	0	0	0	0	0	0	0	0
4930415L06Rik	0	0	0	0	0	0	0	0
4930415O20Rik	0	0	0	4	0	0	6	0
4930417O13Rik	0	2	0	0	0	0	0	0
4930417O22Rik	0	0	0	0	0	0	0	0
4930419G24Rik	0	0	0	0	0	0	0	0
4930423M02Rik	0	0	0	0	0	0	0	0
4930425K10Rik	0	0	0	0	0	0	0	0
4930425L21Rik	0	0	0	0	0	0	0	0
4930425O10Rik	0	0	0	0	0	0	0	0
4930426D05Rik	0	5	0	0	0	0	0	0
4930426L09Rik	0	0	0	0	0	0	0	0
4930427A07Rik	4	10	15	8	25	4	10	15
4930428D20Rik	0	0	0	0	0	0	0	0
4930428E07Rik	0	0	0	0	0	0	0	0
4930428G15Rik	0	0	0	0	0	0	0	0
4930428O21Rik	0	0	0	0	0	0	0	0
4930429B21Rik	0	0	0	0	0	0	0	0
4930429D17Rik	0	0	0	0	0	0	0	0
4930429F11Rik	0	0	0	0	0	0	0	0
4930429F24Rik	0	0	4	0	0	0	0	0
4930430A15Rik	0	0	0	0	0	0	0	0
4930430F08Rik	0	2	6	2	2	0	0	0
4930430F21Rik	0	0	0	0	0	0	0	0
4930430J02Rik	0	0	0	0	0	0	0	0
4930431F12Rik	0	0	0	0	0	0	0	0
4930431P03Rik	0	0	0	0	0	0	0	0
4930432J09Rik	0	0	0	0	0	0	0	0
4930432K21Rik	0	2	0	0	2	0	0	4
4930432M17Rik	0	0	0	0	0	0	0	0
4930433B08Rik	0	0	0	0	0	0	0	0
4930433I11Rik	0	0	0	0	0	0	0	0
4930433N12Rik	0	0	0	0	0	0	0	0
4930434J06Rik	0	0	0	0	0	0	0	0
4930435E12Rik	0	0	0	0	0	0	0	0
4930438E09Rik	0	0	0	0	0	0	0	0
4930440C22Rik	0	0	0	0	0	0	0	0
4930440I19Rik	0	0	2	0	0	0	0	0
4930441H08Rik	0	0	0	0	0	0	0	0
4930441J16Rik	0	0	0	0	0	0	0	0
4930442J19Rik	0	0	0	0	0	0	0	0
4930442L01Rik	0	0	0	0	0	0	0	0
4930443O20Rik	0	1	0	0	0	0	0	0
4930444F02Rik	0	0	0	0	0	0	0	0
4930444G20Rik	0	0	0	0	0	0	0	0
4930444M15Rik	0	0	0	0	0	0	0	0
4930444P10Rik	0	0	0	0	0	0	1	2
4930445N18Rik	0	0	0	0	0	0	0	0
4930447A16Rik	0	0	0	0	0	0	0	0
4930447C04Rik	0	0	0	0	0	0	0	0
4930447F24Rik	0	0	0	0	2	0	4	0
4930447J18Rik	0	0	0	0	0	0	0	0
4930447K03Rik	0	0	0	0	0	0	0	0
4930447M23Rik	0	0	0	0	0	0	0	0
4930447N08Rik	0	0	0	0	0	0	0	0
4930448C13Rik	0	0	0	0	0	0	0	0
4930448F12Rik	0	0	0	0	0	0	0	0
4930448H16Rik	0	0	0	0	0	0	0	0
4930448I06Rik	0	0	0	0	0	0	0	0
4930448I18Rik	0	0	0	0	0	0	0	0
4930448K20Rik	0	0	0	0	0	0	0	0
4930449E01Rik	0	0	0	0	0	0	0	0
4930449E18Rik	0	0	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0	0	0
4930451G09Rik	0	0	0	0	0	0	0	0
4930451I11Rik	0	0	0	0	0	0	0	0
4930452A19Rik	0	0	0	0	0	0	0	0
4930452B06Rik	2	0	0	0	0	0	2	0
4930452G13Rik	0	0	0	0	0	0	0	0
4930452N14Rik	0	0	0	0	0	0	0	0
4930453H23Rik	0	0	0	0	0	0	0	0
4930453L07Rik	0	0	0	0	0	0	0	0
4930453N24Rik	15	4	12	8	16	4	4	6
4930455B14Rik	0	0	0	0	0	0	0	0
4930455C13Rik	0	0	0	0	1	0	0	0
4930455D15Rik	0	0	0	0	0	0	0	0
4930455F16Rik	0	0	0	0	0	0	0	0
4930455G09Rik	0	0	0	0	0	0	0	0
4930455H04Rik	0	0	0	0	0	0	0	0
4930455J16Rik	0	0	0	0	0	0	0	0
4930456L15Rik	0	0	0	0	0	0	0	0
4930459C07Rik	0	0	0	0	0	0	0	0
4930459L07Rik	0	0	0	0	0	0	0	0
4930461G14Rik	2	0	0	0	0	0	0	0
4930463O16Rik	0	0	0	0	0	0	0	0
4930465K10Rik	0	0	0	0	0	0	0	0
4930465M20Rik	0	0	0	0	0	0	0	0
4930467D21Rik	0	0	0	0	0	0	0	0
4930467E23Rik	0	0	0	0	0	0	0	0
4930467K11Rik	0	0	0	0	0	0	0	0
4930469G21Rik	0	0	0	0	0	0	0	0
4930470H14Rik	0	0	0	0	0	0	0	0
4930470O06Rik	0	0	0	0	0	0	0	0
4930470P17Rik	0	0	0	0	0	0	0	0
4930471C04Rik	0	0	0	0	0	0	0	0
4930471G03Rik	0	0	0	0	0	0	0	0
4930471M09Rik	0	0	0	0	0	0	0	0
4930473A02Rik	0	0	2	0	0	0	0	0
4930473O22Rik	0	0	0	0	0	0	0	0
4930474G06Rik	0	0	0	0	0	0	0	0
4930474H20Rik	0	0	0	0	0	0	0	0
4930474M22Rik	0	1	2	0	0	0	0	2
4930474N05Rik	0	0	0	0	0	0	0	0
4930474N09Rik	0	0	0	0	0	0	0	0
4930477N07Rik	0	0	0	0	0	0	0	0
4930478L05Rik	0	0	0	0	0	0	0	0
4930478P22Rik	0	0	0	0	0	0	0	0
4930479D17Rik	0	0	0	0	0	0	0	0
4930480E11Rik	0	0	0	0	0	0	0	0
4930480G23Rik	0	0	0	0	0	0	0	0
4930480K15Rik	0	0	0	0	0	0	0	0
4930480K23Rik	0	6	2	0	0	4	0	4
4930480M12Rik	0	0	0	0	0	0	0	0
4930481A15Rik	2	0	2	4	2	2	0	5
4930482G09Rik	0	0	0	0	0	0	0	0
4930483J18Rik	0	0	0	0	0	1	0	0
4930483K19Rik	0	0	0	0	0	0	0	0
4930483O08Rik	0	0	0	0	0	0	0	0
4930484H19Rik	0	0	0	0	0	0	0	0
4930486F22Rik	0	0	0	0	0	0	0	0
4930486I03Rik	0	0	0	0	0	0	0	0
4930486L24Rik	0	0	0	0	0	0	0	0
4930487D11Rik	0	0	0	0	0	0	0	0
4930487H11Rik	0	0	0	1	0	0	2	0
4930488B22Rik	0	0	0	0	0	0	0	0
4930488L21Rik	0	0	0	0	0	0	0	0
4930500F04Rik	0	0	0	0	0	0	0	0
4930500L23Rik	0	0	0	0	0	0	0	0
4930502A04Rik	0	0	0	0	0	0	0	0
4930502E09Rik	0	0	0	0	0	0	0	0
4930502E18Rik	0	0	0	0	0	0	0	0
4930503B20Rik	0	0	0	0	0	0	0	2
4930503E14Rik	0	0	0	0	0	0	0	0
4930503E24Rik	0	0	0	0	0	0	0	0
4930503F20Rik	0	0	0	0	0	0	0	0
4930503H13Rik	0	0	0	0	0	0	0	0
4930503L19Rik	0	6	6	3	0	0	2	4
4930503O07Rik	0	0	0	0	0	0	0	0
4930504C09Rik	0	0	0	0	0	0	0	0
4930504O13Rik	0	0	0	0	0	0	0	0
4930505A04Rik	0	0	0	0	0	0	0	0
4930505G20Rik	0	0	0	0	0	0	0	0
4930505K13Rik	0	0	0	0	0	0	0	0
4930505K14Rik	0	0	0	0	0	0	0	0
4930506A18Rik	0	0	0	0	0	0	0	0
4930506C21Rik	0	0	2	0	1	0	0	0
4930507D05Rik	0	0	0	0	0	0	0	0
4930507D10Rik	0	0	0	0	0	0	0	0
4930509E16Rik	2	0	0	0	0	0	0	0
4930509J09Rik	0	0	0	0	0	0	0	0
4930509K18Rik	0	0	0	0	0	0	0	0
4930511A02Rik	0	0	0	0	0	0	0	0
4930511A08Rik	0	0	0	0	0	0	0	0
4930511E03Rik	0	0	0	0	0	0	0	0
4930511M06Rik	0	0	0	0	0	0	0	0
4930512B01Rik	0	0	0	0	0	0	0	0
4930512J16Rik	0	0	0	0	0	0	0	0
4930512M02Rik	0	0	0	0	0	0	0	0
4930513D17Rik	0	0	0	0	0	0	0	0
4930513N10Rik	0	0	0	0	2	0	0	4
4930513O06Rik	0	0	0	0	0	0	0	0
4930515B02Rik	0	0	0	0	0	0	0	0
4930515G01Rik	0	0	3	0	0	1	0	0
4930515G16Rik	0	0	0	0	0	0	0	0
4930515L03Rik	0	0	0	0	0	0	0	0
4930515L19Rik	0	0	0	0	0	0	0	0
4930517E11Rik	0	0	0	0	0	0	0	0
4930517M08Rik	0	0	0	0	0	0	0	0
4930518J21Rik	0	0	0	0	0	0	0	0
4930518P08Rik	0	0	0	0	0	0	0	0
4930519D14Rik	0	0	0	0	0	0	0	0
4930519F09Rik	0	0	0	0	0	0	0	0
4930519F16Rik	0	0	0	0	0	0	0	0
4930519F24Rik	0	0	0	0	0	0	0	0
4930519G04Rik	0	0	0	0	0	0	0	0
4930519H02Rik	0	0	0	0	0	0	0	0
4930519K11Rik	0	0	0	0	0	0	0	0
4930520O04Rik	2	0	2	0	0	0	0	1
4930520P13Rik	0	0	0	0	0	0	0	0
4930521E06Rik	0	0	0	0	0	0	0	0
4930522H14Rik	0	0	0	0	0	0	0	0
4930522O17Rik	0	0	0	0	0	0	0	0
4930523C07Rik	4	4	6	4	7	0	6	6
4930523O13Rik	0	0	0	0	0	0	0	0
4930524B15Rik	0	0	0	0	0	0	0	0
4930524B17Rik	0	0	0	0	0	0	0	0
4930524C18Rik	0	0	0	0	0	0	0	0
4930524N10Rik	0	0	0	0	0	0	0	0
4930524O05Rik	0	0	0	0	0	0	0	0
4930524O08Rik	0	0	0	0	0	0	0	0
4930525C09Rik	0	0	0	0	0	0	0	0
4930525D18Rik	0	0	0	0	0	0	0	0
4930525G20Rik	0	0	0	0	0	0	0	0
4930526H09Rik	0	0	0	0	0	0	0	0
4930526I15Rik	12	2	1	5	6	3	2	6
4930526L06Rik	0	0	0	0	0	0	0	0
4930527F14Rik	0	0	0	0	0	0	0	0
4930527G23Rik	0	0	0	0	0	0	0	0
4930528A17Rik	0	0	1	0	0	0	0	0
4930528D03Rik	0	0	0	0	0	0	0	0
4930528G23Rik	0	0	0	0	0	0	0	0
4930528H21Rik	0	0	0	0	0	0	0	0
4930528P14Rik	0	0	0	0	0	0	0	0
4930529C04Rik	0	0	0	0	0	0	0	0
4930529K09Rik	0	0	0	0	0	0	0	0
4930529L06Rik	0	0	0	0	0	0	0	0
4930532I03Rik	0	0	0	0	0	0	0	0
4930532M18Rik	0	0	0	0	0	0	0	0
4930533B01Rik	0	0	0	0	2	0	0	0
4930533N22Rik	0	0	0	0	0	0	0	0
4930533P14Rik	0	0	0	0	0	0	0	0
4930538K18Rik	0	0	0	0	2	0	0	0
4930539C22Rik	0	0	0	0	0	0	0	0
4930539E08Rik	31	2	9	72	10	85	33	7
4930539J05Rik	1	7	1	1	1	3	3	6
4930539M17Rik	0	0	0	0	0	0	0	0
4930539N22Rik	0	0	0	0	0	0	0	0
4930540M03Rik	0	0	0	0	0	0	0	0
4930542C21Rik	0	0	0	0	0	0	0	0
4930542D17Rik	0	0	0	0	0	0	0	0
4930543E12Rik	0	0	0	0	0	0	0	2
4930543N07Rik	0	0	0	0	0	0	0	0
4930544D05Rik	0	0	0	0	0	0	0	0
4930544G11Rik	0	0	0	0	0	0	0	0
4930544M13Rik	0	0	0	0	0	0	0	0
4930545E07Rik	0	0	0	0	0	0	0	0
4930545H06Rik	0	0	0	0	0	0	0	0
4930545L23Rik	0	0	0	0	0	0	0	0
4930546C10Rik	0	0	0	0	0	0	0	0
4930546K05Rik	0	0	0	0	0	0	0	0
4930547E08Rik	0	0	2	0	0	0	0	0
4930547E14Rik	0	0	0	0	0	0	0	0
4930548G14Rik	0	0	0	0	0	0	0	0
4930548H24Rik	0	0	0	0	0	0	0	0
4930548J01Rik	0	0	0	0	0	0	0	0
4930548K13Rik	0	0	0	0	0	0	0	0
4930549C01Rik	0	0	0	0	0	0	0	0
4930549C15Rik	0	0	0	0	0	0	0	0
4930549G23Rik	0	0	0	0	0	0	0	0
4930550C14Rik	0	0	0	0	0	0	0	2
4930550C17Rik	0	0	0	0	0	0	0	0
4930550L24Rik	0	0	0	0	0	0	0	0
4930552N02Rik	0	0	0	0	0	0	0	0
4930552P12Rik	0	0	0	1	0	0	4	0
4930553C11Rik	0	0	0	0	0	0	0	0
4930553E22Rik	0	0	0	0	0	0	0	0
4930554C24Rik	0	0	0	0	0	0	0	0
4930554G24Rik	0	0	0	0	0	0	0	0
4930554H23Rik	0	0	0	0	0	0	0	0
4930554I06Rik	0	0	0	0	0	0	0	0
4930555B11Rik	0	0	0	0	0	0	0	0
4930555B12Rik	0	0	0	0	0	0	0	0
4930555G01Rik	0	0	0	0	0	0	0	0
4930555G21Rik	0	0	0	0	0	0	0	0
4930555K05Rik	0	0	0	0	0	0	0	0
4930556C24Rik	0	0	0	0	0	0	0	0
4930556G01Rik	0	0	0	0	0	0	0	0
4930556J02Rik	0	0	0	0	0	0	0	0
4930556M19Rik	3	2	0	2	2	2	0	0
4930556N09Rik	0	0	0	0	0	0	0	0
4930556N13Rik	0	0	0	0	0	0	0	0
4930557A04Rik	0	0	0	0	0	0	0	0
4930557F10Rik	0	0	0	0	0	0	0	0
4930557J02Rik	0	0	0	0	0	0	0	0
4930557K07Rik	0	0	0	4	0	0	1	1
4930558C23Rik	0	0	0	0	0	0	0	0
4930558F17Rik	0	0	0	0	0	0	0	0
4930558G05Rik	0	0	0	0	0	0	0	0
4930558J18Rik	0	0	2	0	4	0	0	0
4930558K02Rik	0	0	0	0	0	0	0	0
4930559C10Rik	0	0	0	0	0	0	0	0
4930562C15Rik	0	0	0	1	0	0	0	1
4930562F07Rik	0	0	0	0	0	0	0	0
4930563D23Rik	0	0	0	0	0	0	0	0
4930563E18Rik	0	0	0	0	0	0	0	0
4930563E22Rik	0	0	0	2	0	0	0	0
4930563F08Rik	0	0	0	0	0	0	0	0
4930563H07Rik	0	0	0	0	0	0	0	0
4930563M20Rik	0	0	0	0	0	0	0	0
4930563M21Rik	0	0	0	0	0	0	0	0
4930564B18Rik	0	0	0	0	0	0	0	0
